Created_at,Text
Sun Jan 21 00:40:18 +0000 2018,RT @realDonaldTrump: Democrats are far more concerned with Illegal Immigrants than they are with our great Military or Safety at our danger…
Sat Jan 20 22:31:27 +0000 2018,"Unprecedented success for our Country, in so many ways, since the Election. Record Stock Market, Strong on Military, Crime, Borders, &amp; ISIS, Judicial Strength &amp; Numbers, Lowest Unemployment for Women &amp; ALL, Massive Tax Cuts, end of Individual Mandate - and so much more. Big 2018!"
Sat Jan 20 18:51:24 +0000 2018,"Beautiful weather all over our great country, a perfect day for all Women to March. Get out there now to celebrate the historic milestones and unprecedented economic success and wealth creation that has taken place over the last 12 months. Lowest female unemployment in 18 years!"
Sat Jan 20 14:27:54 +0000 2018,Democrats are holding our Military hostage over their desire to have unchecked illegal immigration. Can’t let that happen!
Sat Jan 20 11:47:42 +0000 2018,#AMERICA FIRST!
Sat Jan 20 11:44:01 +0000 2018,"For those asking, the Republicans only have 51 votes in the Senate, and they need 60. That is why we need to win more Republicans in 2018 Election! We can then be even tougher on  Crime (and Border), and even better to our Military &amp; Veterans!"
Sat Jan 20 11:33:35 +0000 2018,This is the One Year Anniversary of my Presidency and the Democrats wanted to give me a nice present. #DemocratShutdown
Sat Jan 20 11:17:10 +0000 2018,Democrats are far more concerned with Illegal Immigrants than they are with our great Military or Safety at our dangerous Southern Border. They could have easily made a deal but decided to play Shutdown politics instead. #WeNeedMoreRepublicansIn18 in order to power through mess!
Sat Jan 20 02:28:56 +0000 2018,"Not looking good for our great Military or Safety &amp; Security on the very dangerous Southern Border. Dems want a Shutdown in order to help diminish the great success of the Tax Cuts, and what they are doing for our booming economy."
Fri Jan 19 22:17:53 +0000 2018,Excellent preliminary meeting in Oval with @SenSchumer - working on solutions for Security and our great Military together with @SenateMajLdr McConnell and @SpeakerRyan. Making progress - four week extension would be best!
Fri Jan 19 20:53:17 +0000 2018,Just signed 702 Bill to reauthorize foreign intelligence collection. This is NOT the same FISA law that was so wrongly abused during the election. I will always do the right thing for our country and put the safety of the American people first!
Fri Jan 19 18:39:50 +0000 2018,"Today, I was honored and proud to address the 45th Annual @March_for_Life! You are living witnesses of this year’s March for Life theme: #LoveSavesLives. https://t.co/DMST4qhDmp"
Fri Jan 19 16:28:29 +0000 2018,"“Shutting down the government is a very serious thing. People die, accidents happen. I don’t know how I would vote right now on a CR, OK?”
Sen. Dianne Feinstein (D-Calif)
https://t.co/7xP3CBnv5j"
Fri Jan 19 16:14:05 +0000 2018,".@WhiteHouse Briefing with Director Marc Short and Director Mick Mulvaney...
https://t.co/0O0VsYXmHB"
Fri Jan 19 12:04:47 +0000 2018,Government Funding Bill past last night in the House of Representatives. Now Democrats are needed if it is to pass in the Senate - but they want illegal immigration and weak borders. Shutdown coming? We need more Republican victories in 2018!
Thu Jan 18 23:39:53 +0000 2018,House of Representatives needs to pass Government Funding Bill tonight. So important for our country - our Military needs it!
Thu Jan 18 21:04:36 +0000 2018,"AMERICA will once again be a NATION that thinks big, dreams bigger, and always reaches for the stars. YOU are the ones who will shape America’s destiny. YOU are the ones who will restore our prosperity. And YOU are the ones who are MAKING AMERICA GREAT AGAIN! #MAGA https://t.co/f2abNK47II"
Thu Jan 18 20:45:33 +0000 2018,"Departing Pittsburgh now, where it was my great honor to stand with our incredible workers, and to show the world that AMERICA is back - and we are coming back bigger and better and stronger than ever before! https://t.co/kWPgylqFzj"
Thu Jan 18 13:49:11 +0000 2018,A government shutdown will be devastating to our military...something the Dems care very little about!
Thu Jan 18 13:37:24 +0000 2018,"CHIP should be part of a long term solution, not a 30 Day, or short term, extension!"
Thu Jan 18 13:16:26 +0000 2018,"We need the Wall for the safety and security of our country. We need the Wall to help stop the massive inflow of drugs from Mexico, now rated the number one most dangerous country in the world. If there is no Wall, there is no Deal!"
Thu Jan 18 12:53:17 +0000 2018,"Will be going to Pennsylvania today in order to give my total support to RICK SACCONE, running for Congress in a Special Election (March 13). Rick is a great guy. We need more Republicans to continue our already successful agenda!"
Thu Jan 18 11:25:03 +0000 2018,"....The Wall will be paid for, directly or indirectly, or through longer term reimbursement, by Mexico, which has a ridiculous $71 billion dollar trade surplus with the U.S. The $20 billion dollar Wall is “peanuts” compared to what Mexico makes from the U.S. NAFTA is a bad joke!"
Thu Jan 18 11:15:25 +0000 2018,"The Wall is the Wall, it has never changed or evolved from the first day I conceived of it. Parts will be, of necessity, see through and it was never intended to be built in areas where there is natural protection such as mountains, wastelands or tough rivers or water....."
Thu Jan 18 01:11:26 +0000 2018,"ISIS is in retreat, our economy is booming, investments and jobs are pouring back into the country, and so much more! Together there is nothing we can’t overcome--even a very biased media. We ARE Making America Great Again!"
Thu Jan 18 01:05:46 +0000 2018,"Despite some very corrupt and dishonest media coverage, there are many great reporters I respect and lots of GOOD NEWS for the American people to be proud of!"
Thu Jan 18 01:00:05 +0000 2018,"And the FAKE NEWS winners are...
https://t.co/59G6x2f7fD"
Wed Jan 17 23:36:44 +0000 2018,Main Street is BACK! Strongest Holiday Sales bump since the Great Recession -- beating forecasts by BILLIONS OF DOLLARS. https://t.co/kDcGbMieSt
Wed Jan 17 23:32:58 +0000 2018,"During the campaign, I promised to MAKE AMERICA GREAT AGAIN by bringing businesses and jobs back to our country. I am very proud to see companies like Chrysler moving operations from Mexico to Michigan where there are so many great American workers! https://t.co/hz2q9UTfnF"
Wed Jan 17 23:28:30 +0000 2018,I promised that my policies would allow companies like Apple to bring massive amounts of money back to the United States. Great to see Apple follow through as a result of TAX CUTS. Huge win for American workers and the USA! https://t.co/OwXVUyLOb1
Wed Jan 17 23:19:02 +0000 2018,"Today, we witnessed an incredible moment in history – the presentation of Congress’ highest civilian honor to our friend, and true AMERICAN HERO, Bob Dole. #CongressionalGoldMedal https://t.co/qNQqDLRmCk"
Wed Jan 17 13:04:46 +0000 2018,Eric Trump on @foxandfriends  now!
Tue Jan 16 23:20:10 +0000 2018,"....we need to keep America safe, including moving away from a random chain migration and lottery system, to one that is merit-based. https://t.co/7PtoSFK1n2"
Tue Jan 16 23:19:39 +0000 2018,New report from DOJ &amp; DHS shows that nearly 3 in 4 individuals convicted of terrorism-related charges are foreign-born. We have submitted to Congress a list of resources and reforms....
Tue Jan 16 20:17:39 +0000 2018,"Today, it was my honor to welcome President Nursultan Nazarbayev of Kazakhstan to the @WhiteHouse! https://t.co/TerYFZViax"
Tue Jan 16 19:43:32 +0000 2018,"“President Donald J. Trump Proclaims January 16, 2018, as Religious Freedom Day” https://t.co/bD3R2dJfyp"
Tue Jan 16 14:30:00 +0000 2018,"Unemployment for Black Americans is the lowest ever recorded. Trump approval ratings with Black Americans has doubled. Thank you, and it will get even (much) better! @FoxNews"
Tue Jan 16 14:24:40 +0000 2018,“90% of Trump 2017 news coverage was negative” -and much of it contrived!@foxandfriends
Tue Jan 16 14:19:46 +0000 2018,"Do you notice the Fake News Mainstream Media never likes covering the great and record setting economic news, but rather talks about anything negative or that can be turned into the negative. The Russian Collusion Hoax is dead, except as it pertains to the Dems. Public gets it!"
Tue Jan 16 14:07:38 +0000 2018,"The Democrats want to shut down the Government over Amnesty for all and Border Security. The biggest loser will be our rapidly rebuilding Military, at a time we need it more than ever. We need a merit based system of immigration, and we need it now! No more dangerous Lottery."
Tue Jan 16 13:54:02 +0000 2018,"We must have Security at our VERY DANGEROUS SOUTHERN BORDER, and we must have a great WALL to help protect us, and to help stop the massive inflow of drugs pouring into our country!"
Tue Jan 16 00:55:35 +0000 2018,RT @realDonaldTrump: Senator Dicky Durbin totally misrepresented what was said at the DACA meeting. Deals can’t get made when there is no t…
Tue Jan 16 00:53:38 +0000 2018,"RT @realDonaldTrump: DACA is probably dead because the Democrats don’t really want it, they just want to talk and take desperately needed m…"
Tue Jan 16 00:53:19 +0000 2018,"RT @realDonaldTrump: I, as President, want people coming into our Country who are going to help us become strong and great again, people co…"
Tue Jan 16 00:52:48 +0000 2018,RT @realDonaldTrump: ...big unnecessary regulation cuts made it all possible” (among many other things). “President Trump reversed the poli…
Tue Jan 16 00:52:43 +0000 2018,"RT @realDonaldTrump: “President Trump is not getting the credit he deserves for the economy. Tax Cut bonuses to more than 2,000,000 workers…"
Tue Jan 16 00:50:19 +0000 2018,"RT @EricTrump: I will be always be incredibly proud of my work for @StJude, raising $16.3+ million dollars over the last 10 years at a 9.2%…"
Tue Jan 16 00:48:04 +0000 2018,RT @EricTrump: #MakeAmericaGreatAgain 🇺🇸🇺🇸🇺🇸 https://t.co/b81NtQGhHa
Tue Jan 16 00:47:59 +0000 2018,"RT @Heritage: We had a special visitor yesterday. @IvankaTrump, thank you for meeting with @KayColesJames, spending time with our team, and…"
Mon Jan 15 20:28:15 +0000 2018,Senator Dicky Durbin totally misrepresented what was said at the DACA meeting. Deals can’t get made when there is no trust! Durbin blew DACA and is hurting our Military.
Mon Jan 15 16:01:11 +0000 2018,"RT @WhiteHouse: ""Dr. King's dream is our dream. It is the American Dream. It's the promise stitched into the fabric of our Nation, etched i…"
